year,county,hay_yield_tons_acre,bermudagrass_yield_tons_acre,rye_yield_bu_acre,fescue_yield_tons_acre,soybean_yield_bu_acre,corn_silage_yield_measured_in_tons_acre,wheat_yield_measured_in_bu_acre,at_dep
2020,alamance,NA,4.9,59,4.9,40.2,NA,NA,NA
2019,alamance,NA,4.9,59,4.9,30.1,NA,NA,11.547
2018,alamance,NA,4.9,59,4.9,35.7,NA,NA,11.739
2017,alamance,NA,4.9,59,4.9,42,NA,NA,10.671
2016,alamance,NA,4.9,59,4.9,32.5,NA,NA,11.838
2015,alamance,NA,4.9,59,4.9,33.3,NA,NA,12.003
2014,alamance,NA,4.9,59,4.9,35.3,NA,NA,10.697
2013,alamance,NA,4.9,59,4.9,35.5,NA,NA,11.921
2012,alamance,NA,4.9,59,4.9,38.8,NA,NA,12.182
2011,alamance,NA,4.9,59,4.9,22.5,NA,NA,11.496
2010,alamance,NA,4.9,59,4.9,25.8,NA,NA,10.369
2009,alamance,NA,4.3,59,4.9,24.5,NA,NA,11.404
2008,alamance,1.75,4.3,59,4.9,32,NA,NA,13.042
2007,alamance,1.21,4.3,59,4.9,10,10,41,11.764
2006,alamance,2.16,4.3,59,4.9,32,15,55,14.407
2005,alamance,2.09,4.3,59,4.9,25,14,47,13.104
2004,alamance,2.08,4.3,59,4.9,36,20,45,13.66
2003,alamance,2.11,4.3,59,4.9,29,18,30,15.592
2002,alamance,1.48,4.3,59,4.9,23,10,43,14.382
2001,alamance,2.32,4.3,59,4.9,31,16,47,13.873
2000,alamance,2.38,4.3,59,4.9,34,19,53,15.565
1999,alamance,2.15,4.3,59,4.9,23,10,57,NA
1998,alamance,2.36,4.3,59,4.9,22,7,41,NA
1997,alamance,1.75,4.3,59,4.9,27,11,49,NA
1996,alamance,1.75,4.3,59,4.9,28,15,49,NA
1995,alamance,2.05,4.3,59,4.9,29,15,44,NA
1994,alamance,1.89,4.3,59,4.9,32,19,47,NA
1993,alamance,1.28,4.3,59,4.9,24,11,40,NA
1992,alamance,2.01,4.3,59,4.9,22,17,40,NA
1991,alamance,2,4.3,59,4.9,22,16,36,NA
1990,alamance,1.8,4.3,59,4.9,22,NA,NA,NA
1989,alamance,2.3,4.3,59,4.9,29,NA,NA,NA
1988,alamance,1.6,4.3,59,4.9,25,NA,NA,NA
1987,alamance,1.5,4.3,59,4.9,20,NA,NA,NA
1986,alamance,1.3,4.3,59,4.9,20,NA,NA,NA
1985,alamance,1.8,4.3,59,4.9,19,NA,NA,NA
1984,alamance,1.9,4.3,59,4.9,24,NA,NA,NA
2020,anson,NA,4.2,33,4,41,NA,NA,NA
2019,anson,NA,4.2,33,4,NA,NA,NA,NA
2018,anson,NA,4.2,33,4,31.4,NA,NA,NA
2017,anson,NA,4.2,33,4,NA,NA,NA,NA
2016,anson,NA,4.2,33,4,NA,NA,NA,NA
2015,anson,NA,4.2,33,4,25.9,NA,NA,NA
2014,anson,NA,4.2,33,4,42.4,NA,NA,NA
2013,anson,NA,4.2,33,4,25.1,NA,NA,NA
2012,anson,NA,4.2,33,4,46.7,NA,NA,NA
2011,anson,NA,4.2,33,4,36.8,NA,NA,NA
2010,anson,NA,4.2,33,4,28.8,NA,NA,NA
2009,anson,NA,4.2,33,4,25.5,NA,NA,NA
2008,anson,2.55,4.2,33,4,38.5,NA,NA,NA
2007,anson,1.87,4.2,33,4,13,NA,NA,NA
2006,anson,3.04,4.2,33,4,38,NA,NA,NA
2005,anson,2.95,4.2,33,4,27,NA,NA,NA
2004,anson,2.81,4.2,33,4,38,NA,NA,NA
2003,anson,3.03,4.2,33,4,34,NA,NA,NA
2002,anson,2,4.2,33,4,24,5,40,NA
2001,anson,2,4.2,33,4,25,19,38,NA
2000,anson,2.91,4.2,33,4,31,NA,NA,NA
1999,anson,2.46,4.2,33,4,30,NA,NA,NA
1998,anson,2.6,4.2,33,4,34,NA,NA,NA
1997,anson,2.58,4.2,33,4,24,13,52,NA
1996,anson,2.34,4.2,33,4,33,10,45,NA
1995,anson,2.68,4.2,33,4,32,20,44,NA
1994,anson,2.23,4.2,33,4,37,15,58,NA
1993,anson,1.46,4.2,33,4,25,5,39,NA
1992,anson,2.19,4.2,33,4,25,14,45,NA
1991,anson,2.5,4.2,33,4,32,17,30,NA
1990,anson,2.4,4.2,33,4,17,NA,NA,NA
1989,anson,2.2,4.2,33,4,26,NA,NA,NA
1988,anson,2.7,4.2,33,4,30,NA,NA,NA
1987,anson,2.3,4.2,33,4,26,NA,NA,NA
1986,anson,2.5,4.2,33,4,24,NA,NA,NA
1985,anson,2.2,4.2,33,4,22,NA,NA,NA
1984,anson,2.1,4.2,33,4,20,NA,NA,NA
2020,beaufort,NA,5.75,65,4.5,46.3,NA,NA,NA
2019,beaufort,NA,5.75,65,4.5,42,NA,NA,NA
2018,beaufort,NA,5.75,65,4.5,32.4,NA,NA,NA
2017,beaufort,NA,5.75,65,4.5,46.3,NA,NA,NA
2016,beaufort,NA,5.75,65,4.5,40.7,NA,NA,NA
2015,beaufort,NA,5.75,65,4.5,38,NA,NA,NA
2014,beaufort,NA,5.75,65,4.5,42.8,NA,NA,NA
2013,beaufort,NA,5.75,65,4.5,42.1,NA,NA,NA
2012,beaufort,NA,5.75,65,4.5,39.2,NA,NA,NA
2011,beaufort,NA,5.75,65,4.5,26,NA,NA,NA
2010,beaufort,NA,5.75,65,4.5,38,NA,NA,NA
2009,beaufort,NA,5.75,65,4.5,42,NA,NA,NA
2008,beaufort,1.1,5.75,65,4.5,36,NA,NA,NA
2007,beaufort,3,5.75,65,4.5,37,NA,NA,NA
2006,beaufort,1.86,5.75,65,4.5,36,NA,NA,NA
2005,beaufort,1.71,5.75,65,4.5,33,NA,NA,NA
2004,beaufort,2.5,5.75,65,4.5,35,NA,NA,NA
2003,beaufort,2.27,5.75,65,4.5,32,NA,NA,NA
2002,beaufort,2.57,5.75,65,4.5,30,NA,NA,NA
2001,beaufort,2.6,5.75,65,4.5,34,NA,NA,NA
2000,beaufort,3,5.75,65,4.5,30,NA,NA,NA
1999,beaufort,1.6,5.75,65,4.5,21,NA,NA,NA
1998,beaufort,1.8,5.75,65,4.5,31,NA,NA,NA
1997,beaufort,1.8,5.75,65,4.5,31,NA,NA,NA
1996,beaufort,2.2,5.75,65,4.5,28,NA,NA,NA
1995,beaufort,2.6,5.75,65,4.5,31,NA,NA,NA
1994,beaufort,2,5.75,65,4.5,32,NA,NA,NA
1993,beaufort,2,5.75,65,4.5,31,NA,NA,NA
1992,beaufort,3,5.75,65,4.5,28,18,55,NA
1991,beaufort,2,5.75,65,4.5,32,15,48,NA
1990,beaufort,2,5.75,65,4.5,29,NA,NA,NA
1989,beaufort,1.8,5.75,65,4.5,30,NA,NA,NA
1988,beaufort,1.6,5.75,65,4.5,29,NA,NA,NA
1987,beaufort,1.8,5.75,65,4.5,27,NA,NA,NA
1986,beaufort,1.4,5.75,65,4.5,28,NA,NA,NA
1985,beaufort,1.6,5.75,65,4.5,28,NA,NA,NA
1984,beaufort,1.6,5.75,65,4.5,30,NA,NA,NA
2020,bertie,NA,4.65,59,4.5,43.9,NA,NA,NA
2019,bertie,NA,4.65,59,4.5,NA,NA,NA,NA
2018,bertie,NA,4.65,59,4.5,35.8,NA,NA,NA
2017,bertie,NA,4.65,59,4.5,44.7,NA,NA,NA
2016,bertie,NA,4.65,59,4.5,33.5,NA,NA,NA
2015,bertie,NA,4.65,59,4.5,32.5,NA,NA,NA
2014,bertie,NA,4.65,59,4.5,43.9,NA,NA,NA
2013,bertie,NA,4.65,59,4.5,34.4,NA,NA,NA
2012,bertie,NA,4.65,59,4.5,41.1,NA,NA,NA
2011,bertie,NA,4.65,59,4.5,34,NA,NA,NA
2010,bertie,NA,4.65,59,4.5,22.2,NA,NA,NA
2009,bertie,NA,4.65,59,4.5,36.5,NA,NA,NA
2008,bertie,NA,4.65,59,4.5,31,NA,NA,NA
2007,bertie,NA,4.65,59,4.5,26,NA,NA,NA
2006,bertie,NA,4.65,59,4.5,33,NA,NA,NA
2005,bertie,NA,4.65,59,4.5,29,NA,NA,NA
2004,bertie,NA,4.65,59,4.5,36,NA,NA,NA
2003,bertie,2,4.65,59,4.5,32,NA,NA,NA
2002,bertie,2.33,4.65,59,4.5,26,NA,NA,NA
2001,bertie,1.5,4.65,59,4.5,33,NA,NA,NA
2000,bertie,2.5,4.65,59,4.5,33,NA,NA,NA
1999,bertie,2,4.65,59,4.5,23,NA,NA,NA
1998,bertie,NA,4.65,59,4.5,34,NA,NA,NA
1997,bertie,NA,4.65,59,4.5,32,NA,NA,NA
1996,bertie,2,4.65,59,4.5,31,NA,NA,NA
1995,bertie,2,4.65,59,4.5,27,NA,NA,NA
1994,bertie,2,4.65,59,4.5,28,NA,NA,NA
1993,bertie,1.5,4.65,59,4.5,22,NA,NA,NA
1992,bertie,2,4.65,59,4.5,30,NA,NA,NA
1991,bertie,2,4.65,59,4.5,30,NA,NA,NA
1990,bertie,2,4.65,59,4.5,30,NA,NA,NA
1989,bertie,2,4.65,59,4.5,30,NA,NA,NA
1988,bertie,1.3,4.65,59,4.5,30,NA,NA,NA
1987,bertie,1.3,4.65,59,4.5,27,NA,NA,NA
1986,bertie,1,4.65,59,4.5,28,NA,NA,NA
1985,bertie,1.3,4.65,59,4.5,20,NA,NA,NA
1984,bertie,1.3,4.65,59,4.5,30,NA,NA,NA
2020,bladen,NA,5.25,60,4.5,31.3,NA,NA,NA
2019,bladen,NA,5.25,60,4.5,30.5,NA,NA,NA
2018,bladen,NA,5.25,60,4.5,24.9,NA,NA,NA
2017,bladen,NA,5.25,60,4.5,31.6,NA,NA,NA
2016,bladen,NA,5.25,60,4.5,30,NA,NA,NA
2015,bladen,NA,5.25,60,4.5,32.6,NA,NA,NA
2014,bladen,NA,5.25,60,4.5,36,NA,NA,NA
2013,bladen,NA,5.25,60,4.5,19.5,NA,NA,NA
2012,bladen,NA,5.25,60,4.5,33.3,NA,NA,NA
2011,bladen,NA,5.25,60,4.5,21.3,NA,NA,NA
2010,bladen,NA,5.25,60,4.5,18.1,NA,NA,NA
2009,bladen,NA,5.25,60,4.5,26,NA,NA,NA
2008,bladen,2.5,5.25,60,4.5,27.5,NA,NA,NA
2007,bladen,1.3,5.25,60,4.5,16,NA,NA,NA
2006,bladen,2.96,5.25,60,4.5,27,NA,NA,NA
2005,bladen,2.67,5.25,60,4.5,26,NA,NA,NA
2004,bladen,3.19,5.25,60,4.5,31,NA,NA,NA
2003,bladen,3.24,5.25,60,4.5,25,NA,NA,NA
2002,bladen,2.23,5.25,60,4.5,21,NA,NA,NA
2001,bladen,2.41,5.25,60,4.5,24,NA,NA,NA
2000,bladen,3.07,5.25,60,4.5,32,NA,NA,NA
1999,bladen,2.24,5.25,60,4.5,25,NA,NA,NA
1998,bladen,2.39,5.25,60,4.5,25,NA,NA,NA
1997,bladen,2.39,5.25,60,4.5,25,NA,NA,NA
1996,bladen,2.04,5.25,60,4.5,25,NA,NA,NA
1995,bladen,2.5,5.25,60,4.5,17,NA,NA,NA
1994,bladen,3.52,5.25,60,4.5,27,NA,NA,NA
1993,bladen,2.28,5.25,60,4.5,23,NA,NA,NA
1992,bladen,3.39,5.25,60,4.5,22,13,52,NA
1991,bladen,2.88,5.25,60,4.5,25,15,28,NA
1990,bladen,2.47,5.25,60,4.5,20,NA,NA,NA
1989,bladen,2.6,5.25,60,4.5,27,NA,NA,NA
1988,bladen,2.6,5.25,60,4.5,26,NA,NA,NA
1987,bladen,2.5,5.25,60,4.5,22,NA,NA,NA
1986,bladen,2.4,5.25,60,4.5,23,NA,NA,NA
1985,bladen,2.3,5.25,60,4.5,22,NA,NA,NA
1984,bladen,2.2,5.25,60,4.5,26,NA,NA,NA
2020,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2019,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2018,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2017,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2016,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2015,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2014,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2013,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2012,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2011,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2010,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2009,brunswick,NA,3.9,34,4,NA,NA,NA,NA
2008,brunswick,2.85,3.9,34,4,NA,NA,NA,NA
2007,brunswick,2.77,3.9,34,4,NA,NA,NA,NA
2006,brunswick,3.68,3.9,34,4,NA,NA,NA,NA
2005,brunswick,3.64,3.9,34,4,NA,NA,NA,NA
2004,brunswick,3.04,3.9,34,4,NA,NA,NA,NA
2003,brunswick,3.14,3.9,34,4,NA,NA,NA,NA
2002,brunswick,2.52,3.9,34,4,NA,NA,NA,NA
2001,brunswick,2.6,3.9,34,4,NA,NA,NA,NA
2000,brunswick,2.65,3.9,34,4,NA,NA,NA,NA
1999,brunswick,2.28,3.9,34,4,NA,NA,NA,NA
1998,brunswick,2.3,3.9,34,4,NA,NA,NA,NA
1997,brunswick,2.5,3.9,34,4,NA,NA,NA,NA
1996,brunswick,2,3.9,34,4,NA,NA,NA,NA
1995,brunswick,2,3.9,34,4,NA,NA,NA,NA
1994,brunswick,2.91,3.9,34,4,NA,NA,NA,NA
1993,brunswick,1.5,3.9,34,4,NA,NA,NA,NA
1992,brunswick,2.11,3.9,34,4,NA,14,51,NA
1991,brunswick,2.8,3.9,34,4,NA,17,30,NA
1990,brunswick,2,3.9,34,4,NA,NA,NA,NA
1989,brunswick,2.8,3.9,34,4,NA,NA,NA,NA
1988,brunswick,3.1,3.9,34,4,NA,NA,NA,NA
1987,brunswick,2.8,3.9,34,4,NA,NA,NA,NA
1986,brunswick,2.8,3.9,34,4,NA,NA,NA,NA
1985,brunswick,2.3,3.9,34,4,NA,NA,NA,NA
1984,brunswick,2.1,3.9,34,4,NA,NA,NA,NA
2020,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2019,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2018,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2017,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2016,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2015,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2014,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2013,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2012,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2011,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2010,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2009,cabarrus,NA,5.15,59,3.9,NA,NA,NA,NA
2008,cabarrus,2.7,5.15,59,3.9,NA,NA,NA,NA
2007,cabarrus,1.52,5.15,59,3.9,NA,7,28,NA
2006,cabarrus,1.95,5.15,59,3.9,NA,17,61,NA
2005,cabarrus,1.85,5.15,59,3.9,NA,16,57,NA
2004,cabarrus,2.21,5.15,59,3.9,NA,14,51,NA
2003,cabarrus,2.59,5.15,59,3.9,NA,9,44,NA
2002,cabarrus,1.5,5.15,59,3.9,NA,7,37,NA
2001,cabarrus,1.81,5.15,59,3.9,NA,12,48,NA
2000,cabarrus,2.44,5.15,59,3.9,NA,12,50,NA
1999,cabarrus,2.33,5.15,59,3.9,NA,11,54,NA
1998,cabarrus,2.69,5.15,59,3.9,NA,5,40,NA
1997,cabarrus,1.91,5.15,59,3.9,NA,14,53,NA
1996,cabarrus,2.06,5.15,59,3.9,NA,10,32,NA
1995,cabarrus,2.36,5.15,59,3.9,NA,19,48,NA
1994,cabarrus,2.19,5.15,59,3.9,NA,20,46,NA
1993,cabarrus,1.39,5.15,59,3.9,NA,11,31,NA
1992,cabarrus,2.1,5.15,59,3.9,NA,12,43,NA
1991,cabarrus,2.3,5.15,59,3.9,NA,16,39,NA
1990,cabarrus,2.4,5.15,59,3.9,NA,NA,NA,NA
1989,cabarrus,2.3,5.15,59,3.9,NA,NA,NA,NA
1988,cabarrus,1.9,5.15,59,3.9,NA,NA,NA,NA
1987,cabarrus,1.7,5.15,59,3.9,NA,NA,NA,NA
1986,cabarrus,2.1,5.15,59,3.9,NA,NA,NA,NA
1985,cabarrus,1.9,5.15,59,3.9,NA,NA,NA,NA
1984,cabarrus,1.8,5.15,59,3.9,NA,NA,NA,NA
2020,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2019,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2018,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2017,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2016,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2015,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2014,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2013,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2012,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2011,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2010,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2009,caldwell,NA,3.35,57,5.2,NA,NA,NA,NA
2008,caldwell,1.7,3.35,57,5.2,NA,NA,NA,NA
2007,caldwell,1.3,3.35,57,5.2,NA,16,35,NA
2006,caldwell,2.15,3.35,57,5.2,NA,NA,NA,NA
2005,caldwell,2.32,3.35,57,5.2,NA,NA,NA,NA
2004,caldwell,2.38,3.35,57,5.2,NA,NA,NA,NA
2003,caldwell,2.39,3.35,57,5.2,NA,NA,NA,NA
2002,caldwell,1.81,3.35,57,5.2,NA,NA,NA,NA
2001,caldwell,2.52,3.35,57,5.2,NA,22,40,NA
2000,caldwell,2.83,3.35,57,5.2,NA,13,48,NA
1999,caldwell,2.34,3.35,57,5.2,NA,14,50,NA
1998,caldwell,2,3.35,57,5.2,NA,9,41,NA
1997,caldwell,2.31,3.35,57,5.2,NA,15,50,NA
1996,caldwell,2.05,3.35,57,5.2,NA,NA,NA,NA
1995,caldwell,2.07,3.35,57,5.2,NA,15,40,NA
1994,caldwell,2.26,3.35,57,5.2,NA,20,51,NA
1993,caldwell,1.38,3.35,57,5.2,NA,15,40,NA
